[618.06180618],[2.87226245]
[306.03060306],[-0.3023605]
[303.03030303],[-0.29044708]
[300.030003],[-0.27858655]
[297.02970297],[-0.26719634]
[294.02940294],[-0.25650426]
[291.02910291],[-0.24636807]
[288.02880288],[-0.23640443]
[285.02850285],[-0.22630456]
[282.02820282],[-0.21607776]
[279.02790279],[-0.20602914]
[276.02760276],[-0.19649791]
[273.02730273],[-0.18758357]
[270.0270027],[-0.17907302]
[267.02670267],[-0.17062213]
[264.02640264],[-0.16203833]
[261.02610261],[-0.15342458]
[258.02580258],[-0.14508166]
[255.02550255],[-0.13725671]
[252.02520252],[-0.12994431]
[249.02490249],[-0.12290138]
[246.02460246],[-0.11585025]
[243.02430243],[-0.10870133]
[240.0240024],[-0.10161426]
[237.02370237],[-0.09485451]
[234.02340234],[-0.08857511]
[231.02310231],[-0.08269728]
[228.02280228],[-0.07698216]
[225.02250225],[-0.07122933]
[222.02220222],[-0.06543209]
[219.02190219],[-0.05977093]
[216.02160216],[-0.05445767]
[213.02130213],[-0.04956204]
[210.0210021],[-0.04496244]
[207.02070207],[-0.04045061]
[204.02040204],[-0.0359009]
[201.02010201],[-0.03136433]
[198.01980198],[-0.02701466]
[195.01950195],[-0.02300176]
[192.01920192],[-0.01933139]
[189.01890189],[-0.01586668]
[186.01860186],[-0.01244437]
[183.01830183],[-0.0090037]
[180.0180018],[-0.00562664]
[177.01770177],[-0.0024617]
[174.01740174],[0.00040078]
[171.01710171],[0.00299786]
[168.01680168],[0.00545887]
[165.01650165],[0.00789836]
[162.01620162],[0.01032795]
[159.01590159],[0.01265696]
[156.01560156],[0.01477298]
[153.01530153],[0.01663461]
[150.0150015],[0.01830127]
[147.01470147],[0.01988019]
[144.01440144],[0.02144056]
[141.01410141],[0.02296343]
[138.01380138],[0.02436569]
[135.01350135],[0.02557321]
[132.01320132],[0.02657995]
[129.01290129],[0.02744956]
[126.01260126],[0.02826108]
[123.01230123],[0.02904713]
[120.0120012],[0.02977488]
[117.01170117],[0.03037939]
[114.01140114],[0.03081985]
[111.01110111],[0.03111136]
[108.01080108],[0.03130926]
[105.01050105],[0.03146416]
[102.01020102],[0.03158439]
[99.00990099],[0.03163602]
[96.00960096],[0.0315762]
[93.00930093],[0.03138916]
[90.0090009],[0.03109783]
[87.00870087],[0.03074314]
[84.00840084],[0.03035182]
[81.00810081],[0.02991965]
[78.00780078],[0.02942033]
[75.00750075],[0.02883105]
[72.00720072],[0.02815171]
[69.00690069],[0.02740342]
[66.00660066],[0.02661139]
[63.00630063],[0.02578638]
[60.0060006],[0.02492072]
[57.00570057],[0.02399942]
[54.00540054],[0.02301459]
[51.00510051],[0.02197255]
[48.00480048],[0.02088803]
[45.00450045],[0.01977306]
[42.00420042],[0.01863042]
[39.00390039],[0.01745512]
[36.00360036],[0.0162422]
[33.00330033],[0.01499247]
[30.0030003],[0.01371217]
[27.00270027],[0.0124089]
[24.00240024],[0.01108696]
[21.00210021],[0.00974708]
[18.00180018],[0.00838911]
[15.00150015],[0.00701424]
[12.00120012],[0.00562582]
[9.00090009],[0.00422761]
[6.00060006],[0.00282245]
[3.00030003],[0.00141256]
